Text,Year,Month,Date,Ticker,Quarter
"My first question is about pricing and the effect of some of the lower price points for iPhone 11 as compared to last year. And it looked like margins and the revenues did well on that. And it also followed some price adjustments you made in emerging markets last year. And obviously, we've seen some improvement in China as well. So if you could talk about maybe what that tells us about pricing strategy in general and perhaps that you're willing to take a little more flexible approach to drive some elasticity if you think that's going to have a positive effect.",2019,Oct,30,AAPL,Q4
"Yes. Chris, I think that the price moves we've made have been smart and wellreceived and do show a level of elasticity. But the most important thing by far is the product. And I think we've got the best lineup we've ever had, and the customer response to the product, what the product does for them is really incredible. And the photos I'm getting from many users around the world are just incredible that people are taking. And so I think it's product first and then price sort of falls out of that. And we did decide to be more aggressive. And looking at the results in the early going, I think it was the right call. 
In terms of emerging markets, we picked sort of locally relevant prices. And in some cases where the dollar had become stronger, we took an exchange rate that would've reflected a while back instead of the current exchange rate. And in other words, we tried to stay as close as we could to a local price point that we knew was effective for that particular market. And those, in addition to the U.S. price that have gotten more of a discussion, have been extremely wellreceived.",2019,Oct,30,AAPL,Q4
"As a follow on, perhaps you could talk about the potential for some of the tariffs that are upcoming. What  do you have a view of what potential impact that could have going forward and how Apple is looking to address it? Will you need to adjust your own pricing if, in fact, the tariffs are imposed?",2019,Oct,30,AAPL,Q4
"We're paying some tariffs today, as you know, some that went into effect preSeptember and some others that went into effect in September. So we are paying some. That's been comprehended. But in general, my view is very positive in terms of how things are going. And that positive view is obviously factored in our guidance as well, and just the tone, I think, has changed significantly. And I have long thought that it was in both countries' best interest to get to an agreement that maybe initially doesn't solve everything but solves some things that each party may want and get to a better place than where we're at. And I'm hopeful that that's where we're headed.",2019,Oct,30,AAPL,Q4
"I just wanted to start off with one of  new Services, Apple Arcade and if you have any insights in terms of what you're seeing for engagement or retention of customers beyond the initial trial period. Also, how are your partnerships with developers progressing there? How does the pipeline look like? And any early projections of what that business longer term might look like?",2019,Oct,30,AAPL,Q4
"We're not going to give out projections on it, but I would tell you that we were really pleased with the number of people that entered the trial period. People are just coming out of the 30day trial period in the last few days or a week or so, and so it's really too early to tell what the conversion rate will be. But I feel like we're off to a good start, and the  most important of everything, the customer feedback to date has really been incredible, and we're very excited for the future of the service.",2019,Oct,30,AAPL,Q4
"Great. Another followup, if I can try and attack the Wearables question with another angle. What are you seeing in terms of typical  consumer behavior in upgrading Wearables like Apple Watch or AirPods? And how are you thinking about your ability to accelerate some of that replacement cycle by driving innovation?",2019,Oct,30,AAPL,Q4
"I think we  because the Watch is relatively young, we haven't seen enough upgrade cycles to really establish a pattern as yet. And as I've mentioned before, 3 out of 4 customers buying an Apple Watch currently or last quarter, I should say, were buying an Apple Watch for the first time. And so there's still a very, very large new to Apple Watch in this regard. I do think the upgrade market will get larger over time but just don't have a current view as to how often and so forth.
On the AirPods, we're anxious to see the customers for the new AirPods Pro. But I would guess that one, particularly in the early going, will be people that have AirPods today and want to have a  also have a pair for the times that they need noise cancellation.
Thank you, Samik. ",2019,Oct,30,AAPL,Q4
"A replay of today's call will be available for 2 weeks on Apple Podcasts, as a webcast on apple.com/investor and via telephone, and the numbers for the telephone replay are (888) 2031112 or (719) 4570820. Please enter confirmation code 4331479. These replays will be available by approximately 5 p.m. Pacific Time today.
Members of the press with additional questions can contact Kristin Huguet at (408) 9742414, and financial analysts can contact Tejas Gala or me with additional questions. Tejas is at (669) 2272402, and I'm at (408) 9745420. Thanks again for joining us.",2019,Oct,30,AAPL,Q4
"And that will conclude today's conference. Again, thank you all for joining us today.
",2019,Oct,30,AAPL,Q4
"Tim, in light of the economic adversity that you talked about in the prepared remarks, can you just walk us through how Apple's leveraging finance and trade-in programs to make technology more affordable and accessible during this period while also addressing the opportunity to recycle and reuse products and maybe also extend that to how these programs might expand over time? <Sync id=""L170""time=""00:26:56""/>And then I have a follow-up.",2020,Jul,30,AAPL,Q3
"As Luca mentioned, in June, we actually rolled out to the overwhelming balance of our other products the ability to do interest rate -- interest-free financing in our stores with payments. And that's in addition to trade-in, which is becoming a more common trend now, which I think is terrific because it is great for the environment and it acts as a subsidy, if you will, against the price of a new phone. And so when you compound these 2 things with the financing and the trade-in, it makes the product super affordable. And we're really happy with what we're seeing in that regard.",2020,Jul,30,AAPL,Q3
"And then as a follow-up, just specifically to iPhone, the category returned to growth. As you pointed out, the installed base is larger today. Our math would suggest that replacement cycles, in some cases, are elongated. And then you have the affordability element that you just discussed. Does all of that combine to build confidence that we're entering a longer period of iPhone revenue growth after what's been 6 quarters of decline?",2020,Jul,30,AAPL,Q3
"We're very pleased with how we did on iPhone. It was better than we thought largely because, as we pointed out in the prepared remarks, May and June were much better. If you look at iPhone in totality, the things that get me very optimistic is the size of the active installed base. The fact that if you look in the major geographies like the U.S., we had the top 2 selling smartphones. In the U.K., we had 3 of the top 4. In Australia, we had 5 of the top 6. And in Japan, we had the top 4. Urban China, we were -- iPhone 11 was the top-selling smartphone in the country. And so these are some very different geographies with very different competitive situations and we're doing fairly well. 
The iPhone SE, it's also clear that from the early data, we're seeing a higher switcher number than we did in the previous year, which we feel very good about. And it also seemed to appeal to some people that were holding onto the device a little longer because they wanted a smaller form factor phone. And so the combination of the smaller form factor and an incredibly affordable price made the iPhone SE very popular. iPhone 11 is still the most popular smartphone, but iPhone SE definitely helped our results. And as we -- as Lucas said in his outlook, we do see that continuing into this quarter currently.",2020,Jul,30,AAPL,Q3
"I have 2 of them. First one, Tim, when you look at the Services business and in terms of your TV+ content production, have the movement restrictions impacted the content production efforts? And along the same path, 4 years ago, your premonition on Services being a $50 billion business in 2020 came sooner than expected. I don't know if you want to make any such forecast 4 years out on how you think Services revenue is going to be. Then I had a follow-up for Luca.",2020,Jul,30,AAPL,Q3
"I'm sorry. I missed that second question because the audio didn't come through. But I think I got to -- just to the first, and that is production has been affected for Apple TV+, as I think it has for most people. We are working to get restarted. I don't have a precise date yet when we will get restarted, but there will be some impact because we shut down in the March time frame and are yet to really restart in a significant way particularly for those that are shot in the L.A. area given the current status of the virus in this -- and I'm sorry, I missed your -- the second part of your question.",2020,Jul,30,AAPL,Q3
"Well, Tim, I was trying to see.4 years ago, you made a great prediction that Services is going to be $50 billion by 2020. I wanted to see if you have any update to the prediction 4 years down the road.",2020,Jul,30,AAPL,Q3
"We're not updating today. We feel good. We want to take the moment and feel good about achieving the doubling 6 months early. And we do have, still hanging out there, as you know, the subscription number that we're shooting for later in the year at 600 million. So we do have that objective out there.",2020,Jul,30,AAPL,Q3
"Okay. If I could just squeeze in one for Luca. With the strong sales in Mac given the shelter in place, do you think the back-to-school season got pulled in by a quarter? Or do you expect the momentum to still continue?",2020,Jul,30,AAPL,Q3
"As I said when I was talking about providing some commentary for the September quarter, we expect all the non-iPhone product categories to have a very strong year-over-year performance. So we definitely -- I mean the back-to-school season is clearly this one. And we're very excited not only for the Mac but also for the iPad. We got a fantastic lineup of products, and we know that these products are incredibly relevant especially given the current circumstances. So we expect the performance that we've seen for Mac in the June quarter to continue.",2020,Jul,30,AAPL,Q3
"Tim, can you talk a bit about what you're seeing in China? I know the revenue was up 2%, and I think Luca talked about record iPad. But just curious as to -- given their 5G is a bit ahead, how you're seeing the market play out. And then I have a follow-up.",2020,Jul,30,AAPL,Q3
"Yes. Shannon, the growth that -- we did see growth in Greater China for the quarter of 2%. Currency affected China a bit more than in other places. It affected 400 basis points, and so in constant currency, we would have grown at 6%. As I'd mentioned before, the iPhone 11 has been our best-selling phone and has been #1 in Urban China, and so we're very, very proud of that. iPad was helped in the June quarter there by the work-from-home and distance learning as it was in other geographies, and the Mac also grew strong double digit during the quarter. And Services set a new June quarter record there. We also continue to see extremely high new customer rates on Mac and iPad there. To give you a perspective, about 3 out of 4 customers that are buying the Mac are new in China, and about 2 out of 3 that are buying the iPad are new. And so these are numbers that we're super proud of.",2020,Jul,30,AAPL,Q3
And then can you talk a little bit more about the decision to bring Mac silicon in-house and the benefits that you expect to see or you've seen from vertical integration of acquisitions like the Intel modem business?,2020,Jul,30,AAPL,Q3
"Yes. I mean what we wound up -- what we'll wind up with is a common architecture across all of our products, which gives us some interesting things that we can do in products that are -- that it sort of unleashes another round of innovation. And so I don't want to say a lot about it other than we're extremely excited about it. It's something that we've worked on quite a while to get to this point, and we're looking forward to shipping the first Mac with Apple silicon later in the year.

I have one and a follow-up as well. So first one, I guess, Tim, if I think about the strength you're seeing with iPhones right now, do you have a sense in terms of where is this trend coming from? Is it more replacement cycles getting shorter? Or are we just getting new customers into the iOS ecosystem? Because clearly, these growth rates seem fairly impressive in the context of a pandemic and the upcoming refresh cycle that we have.",2020,Jul,30,AAPL,Q3
"I think, Amit, it's a combination of a strong launch with iPhone SE and in some -- probably some pickup because of the economic stimulus that hit different countries at different points in time and probably some of the reopening that took place across the quarter, particularly in May and June, as stores started to reopen. And so it's a combination of all of those. And as you know, we've been having a strong cycle with the iPhone 11 and the 11 Pro. And so when you combine the -- a strong cycle plus an iPhone SE launch plus the reopening of the stores, et cetera, I think there were a lot of things that were going in the right direction there.",2020,Jul,30,AAPL,Q3
"Perfect. That's helpful. And I guess, Luca, if I could just follow up with you. I'd love to get your perspective on how do we think about the overall 38% gross margins. What do you think are the levers to improve this as you go forward, not really September quarter but over the next 1 or 2 years? And in that context, do you see a point where the product gross margins start to stabilize because they have been trending somewhat lower for the last couple of quarters now?",2020,Jul,30,AAPL,Q3
"Yes. Let me start with what we've seen during the June quarter. We were -- at 38%, we were down slightly sequentially but up the same amount on a year-over-year basis. And really, the big negative impact that we felt for several quarters now has been the strength of the U.S. dollar. So the foreign exchange impact on a sequential basis was 90 basis points, on a year-over-year basis was 130 basis points. So obviously, that is something to keep in mind. And then the other aspect, I think it's always important to keep in mind, Amit, is that we sell many different products. They have different margin profiles. And so sometimes, a different mix can have an impact on the aggregate level of products' gross margins. And we're very pleased to see the performance of Mac, iPad and wearables, but obviously, it's a different mix. 
Going forward, the variables are always the same. It's -- the foreign exchange will continue to play an impact. The mix of products that we're going to be selling will have an impact as well. The commodities market has been relatively benign, and we'll see how that plays out over time. As you know now for several years, we've been managing gross margin, I would say, fairly well in spite of some difficult situations like the one with the strength of the dollar, and we plan to continue to make good trade-off decisions between revenue and units and margins.",2020,Jul,30,AAPL,Q3
"Our team in Asia, recently, we did some survey work on smartphones in China. It showed that there's still a high proportion of the installed bases on 6, 7 and 8 devices. I know you talked about the trade-in programs and promotions that you've been doing there. I wonder if you can tell us whether there's anything else that you're doing to get these customers into your latest technology. What might those customers be looking for? And how should we think about when an upgrade cycle might come on more strongly there in China?",2020,Jul,30,AAPL,Q3
"Customers upgrade at different -- at a different pace, and I don't have in front of me the exact installed base data from China. But I mean much like in other geographies, the upgrades have extended some. It extended some during the depths, if you will, of the pandemic in China and the rest of the world and probably, to some degree, is happening still at this point. The key things that we can do is keep innovating, deliver a product that people can't imagine going through life without and obviously keep rolling out these programs that make the front-end purchase be much less. And this is things like the financing and the trade-in programs that you mentioned. And I do feel like those are going quite good in a number of geographies.",2020,Jul,30,AAPL,Q3
"Okay.Great. And one more, if I may. Congrats again on the strong iPad and Mac results. That's really impressive. I guess the obvious question is, should we ever think about how much of that might be pulled forward and what might it do to future upgrades in the next 2 years? Anything else you can share on how you think about growth from here or whether there's a hangover period maybe after the back-to-school season or holiday season, that would be helpful.",2020,Jul,30,AAPL,Q3
"The installed base is growing, and the new customer numbers that Luca went over in the aggregate are still very high in the -- close to 50% kind of range. And so that, to me, makes the -- bodes well for the future. There's clearly -- as we had indicated, there's some amount of work from home and remote learning that do affect the results of Mac and iPad positively. They probably affect wearables and iPhone the other direction and -- but on Mac and iPad, these are productivity tools that people are using to stay engaged with their work or stay engaged with their school work. And we believe we're going to have a strong back-to-school season.Sitting here today, it certainly looks like that.",2020,Jul,30,AAPL,Q3
"Tim, I was hoping you could share a little bit about where you think channel inventory is. You talked about the tightness you saw exiting the June quarter for Mac and iPad. Interested where you think inventory is across major product categories. And then I had a follow-up for Luca.",2020,Jul,30,AAPL,Q3
"We -- usually, we've gotten away from talking about channel inventories. But to give you a perspective, sitting here, looking at it, on iPhone, the inventory is slightly less than it was a year ago. And that's -- I'm saying that at a quarter end point, so at the end of Q3. And obviously, iPad and Mac are constrained, and so both of those are less than they were in the year-ago quarter.",2020,Jul,30,AAPL,Q3
"Okay. And then, Luca, I'm interested. Any color you could share about the impact COVID had on OpEx in the quarter, be it work-from-home stipends, less travel, other employee support costs? And also, how the company is thinking about the longer-term opportunity of employees working remotely maybe more permanently and any considerations on how that could influence future OpEx.

Well, on the OpEx front, there have been obviously certain things that have been affected in terms of cost reductions. Obviously, travel is a perfect example. The number of meetings that we had internally, some of those costs have been reduced. We've also invested heavily in initiatives. For example, we're really trying to help during very difficult circumstances. <For example, we have had a program, for example, where we match our employee donations. We made donations directly as a company around the world to many institutions and governments. On a net basis, I would say probably, the costs have outweighed the savings both during the March and the June quarter, but we think it's absolutely the right thing to do. 
From an employee perspective, what we said so far is that here in the United States, most -- the majority of our population will continue to work from home until the end of the year. And then we'll see. I mean we've taken an approach that we try to understand how the virus is evolving over time. We've taken a very cautious approach both with our corporate facilities and with our retail stores.I think what you've seen with retail stores is that we have reopened in a number of geographies around the world. We've reopened here in the United States. We've had to reclose some of the stores here in the United States as the number of cases has gone up, and we will continue to track how the virus is doing. And hopefully, at some point, we're going to get to a point where there is a vaccine or there is a cure. And so we'll make those decisions as we get more information.",2020,Jul,30,AAPL,Q3
"I have 2 questions as well. I'd like to focus on the gross margin expansion within the Services line, all-time record for the quarter. I'm just curious whether you think that will sustain. I understand within Services, there's a pretty wide range of gross margins by business, and I'm wondering if that should continue to improve.",2020,Jul,30,AAPL,Q3
"Well, as you've seen, obviously, we've had a sequential expansion in gross margin for Services, and that was driven primarily by mix, as you said, right? We have a very broad portfolio. And depending on which one of the services does better, then we have an impact on Services gross margins. We like the Services business because it's a recurring type of revenue and the margins are accretive to company margin. We did over 67% this quarter. But we want to offer very competitive services across the board, and the same -- I think I'm going to make the same comments that I made on products. What matters to us is to be successful with everything that we do and provide great products and services to our customers. So the relative success of our products and services in the marketplace will drive, to a certain extent, what our margins are. That's -- the margins are a by-product of our success in the marketplace.",2020,Jul,30,AAPL,Q3
"Got it. I really appreciate that. And I wanted to ask a question on the wearables segment. It seems to me that you're categorizing the wearables business as maybe being a little bit impacted by pandemic similar to the iPhones. And it's the first time that wearables hasn't materially upsided in at least a while in recent memory. I guess the drivers of wearables being Watch and -- predominantly Watch and AirPods, what are your thoughts going forward on whether there's a little bit of pent-up demand perhaps that might resume as we get back to a more normalized environment?

I think on the Watch, in particular, is like the iPhone, more affected by store closures because people -- some people want to try on the Watch and see what it looks like, look at different band choices and those sorts of things. So I think as stores closed, it puts more pressure on that. I was -- we did come out sort of the way we told you last quarter. We were going to come out from a -- from the color that we gave you. So we knew things would decelerate because of the closures. So we wound up being very pleased with how we did, but the store closures definitely affect the wearables and the iPhone.

And I have 2 questions. I'll ask them at the same time, and it's one for Tim and one for Luca.Tim, the coronavirus -- your company has done a fantastic job at overcoming the hurdle. So congratulations to you. As you look forward, say, to the Christmas holiday shopping season and given the economic challenges around the world of where is coronavirus and your product launches and things like that, can you give any commentary maybe how this Christmas, you're looking forward to see maybe some past cycles of Christmas of a line-up? Because it just seems like it's a little bit different, but Apple is really showing a lot more strength coming into this Christmas than maybe some of the past years. 
And then for Luca.I think today, a quick comment, Luca, that -- you mentioned something about a few weeks later.Was that for like iPhone, iPhone chips or product launches? Or maybe expound upon that. I know things are more difficult but I didn't quite get the commentary. It was in your prepared comments, Luca, about a few weeks later. Let's just do a quick little blurb.",2020,Jul,30,AAPL,Q3
"Yes, we're -- we take it one quarter at a time, and so we'll give you a color on the December quarter in October. Generally speaking, I think we need to see a vaccine or therapeutic or both, and there's some optimism around that in that particular time frame. And so we'll see. I don't have any information that isn't publicly available there, but I think that would boost consumer confidence quite a bit if it began to happen. And I think that any kind of consumer stock company would benefit from that.",2020,Jul,30,AAPL,Q3
"And Jim, on the iPhone, I said in my remarks that we launched -- a year ago, we launched the new iPhone in late September. So I was referring to the new product.And I said that this year, the supply of the new product will be a few weeks later than that.",2020,Jul,30,AAPL,Q3
I was wondering if you can maybe comment on the penetration of Apple Card users in the iOS installed base. And have you seen any change in the buying behavior of Apple Card users in terms of accelerating spend on more Apple products and services? >And I have a follow-up.,2020,Jul,30,AAPL,Q3
"We saw changes in consumer spending as the shutdowns occurred and as the store closures occurred. We could see that across the Card. It affected the categories that you would guess the most, like travel and entertainment, et cetera. But overall, if you sort of pull the lens out on the Apple Card, we're very happy with the number of people that have the Apple Card. We believe, based on what we've heard, that it's the fastest rollout in the history of credit cards, and so we feel very good about that.",2020,Jul,30,AAPL,Q3
"Okay, Tim. And as a follow-up, now that Apple has Apple silicon for Macs, would you ever consider monetizing this as a merchant silicon vendor? Or is this going to be forever for Apple use?",2020,Jul,30,AAPL,Q3
"Well, I don't want to make a forever comment but there are -- we're a product company and we love making the whole thing and -- because we can own the user experience in that way and with the goal of delighting the user. And that's the reason that we're doing the Apple silicon is because we can envision some products that we can achieve with Apple silicon that we couldn't achieve otherwise. And so that's how we look at it.",2020,Jul,30,AAPL,Q3
"Our first question will come from Katy Huberty with Morgan Stanley.
Services growth did decelerate from the growth rates in recent quarters. So can you talk about the factors that played into that slower growth? And then appreciate the new disclosure around paid subscribers. But if you compare what you added in 2018 versus what you expect to add over the next 2 years, that implies a slowdown in annual net new subscribers. So should we be thinking about Services as a lower growth segment than what you experienced in 2018? And then I have a follow-up.

Yes, Katy, let me take that one. First of all, when we talk about the Services business, it's very important to start from the momentum that we have. As you know, we have set an ambitious target for ourselves to double the size of our business from fiscal '16 to 2020, which implied, at the time, a 19% CAGR. So far, we've been able to grow about 20%. In fiscal '18, we grew 22%, so we are on track to achieve our objective. And it's important to understand what is driving the growth of the business. First of all, it's our installed base. As we just told you, the installed base continues to grow very nicely. It has reached 1.4 billion active devices at the end of December, and really, very little of our Services revenue is driven by what we sell in the last 90 days. The second factor for the growth of the Services business is that, within this installed base, the percentage of users who are paying for at least 1 service is growing very strongly. This is due to several factors. First of all, we're offering more and more services. During the last few years, as you know, we launched Apple Music, Apple Pay and advertising service for our developers on the App Store. All these businesses are growing very strongly. Second, we are making it easier for our customers to transact on our digital stores. We accept many more payment methods today, which are very common in certain countries around the world. We've also increased the distribution coverage for many of these services. We're bringing AppleCare to more points of sale around the world. We are launching Apple Pay in more and more markets and so on. Thirdly, as you mentioned, our subscriptions are becoming a very large portion of our business, and they're growing very well above Services average. And the fact that we are saying that we will surpass 0.5 billion during 2020, we're not putting a specific date during 2020, but I think you've seen over recent quarters that we've been adding about 120 million on a year-over-year basis for a number of quarters now. And this is an incredible staggering number, right, when you think about it. We're also broadening the scope of many of these services. You should take Apple Pay as an example. It started off as the most convenient, most private and most secure way to make a payment in a store or in an app. Then, we took Apple Pay to Safari. Then, we started a peer-to-peer service, and we're launching it in new markets across the world every quarter. So we are broadening that scope. And of course, similar to what we've done in the past in the last 3 years we launched several new services, we're also looking to launch new services going forward that we believe will provide great value to our users. And we're really very excited about the opportunities that we see in front of us. I think you're referring to the deceleration in the growth rate that we've seen in the December quarter, and I think you're referring back to the growth that we reported in September. I think an important point I need to make and I think it's helpful that you asked the question is that a portion of this deceleration is truly just a reclassification of the amortization of free services that we've made in connection with the adoption of the new revenue recognition standard. And as we explained 90 days ago, this amortization of free services in the past was reported under products and now gets reported under services. The reclassification is actually dilutive to our growth rate because the amortization of free services is a relatively stable number, which gets applied to our growing base. So this reclassification reduces our growth rate versus the previous classification. This factor, by itself, represents roughly 1/3 of the deceleration that you've seen. We talked about 27% growth in the September quarter. With the reclassification, that growth rate was about 24.5%. So that explains about 1/3 of that deceleration. There are, I would say, 3 factors that explain this difference between the 24.5% to the 19%. The first one is that foreign exchange plays a role. Roughly 60% of our Services business is outside the United States; and as you know, the U.S. dollar has appreciated in recent months. And in general, we tend not to reprice our services for foreign exchange on a very frequent basis. The second factor is a well-known issue around the App Store in China. The App Store in China is a large business for us. We believe this issue around the approval of new game titles is temporary in nature but clearly is affecting our business right now. And then thirdly, we are seeing some level of deceleration in AppleCare, which has had very, very strong growth during fiscal '18, where we're starting to lap some of the increase in distribution coverage that we put in place recently and the channel fill of Apple components that happened when we increased the distribution coverage. But in general, we are very, very pleased with 19% growth, and we think that the business will continue to grow nicely going forward.",2019,Jan,29,AAPL,Q1
"Just a quick follow-up, Luca. Share repurchases in the December quarter were well below the run rate from the June and September quarters. How much did the weaker quarter play into your ability to carry out the buyback at the same level? And what should we think about as the right run rate going forward?",2019,Jan,29,AAPL,Q1
"Well, Katy, we've always said that we're very committed to executing our program. We have done almost $250 billion of repurchases from the beginning of the program. But we've also said that we want to execute the program in an efficient, effective, I will say, disciplined manner. And that takes into account also overall market conditions. So that's what we did during the course of the December quarter. We  our fundamental view remains the same. We are optimistic about our future, and we think there is great value in our stock. And so we will continue to execute the program. We will continue to report at the end of every quarter. And by the way, when we report our March quarter results, we will also talk about the next step in our capital return program, which is something that we do traditionally in the spring.",2019,Jan,29,AAPL,Q1
"Some have the perception that you priced the new products, the new iPhones too high. What have you learned about price elasticity? And do you feel that perhaps you pushed the envelope a little bit too far and might have to bring that down in the future?",2019,Jan,29,AAPL,Q1
"Steve, it's Tim. If you look at what we did this past year, we priced the iPhone XS in the U.S. the same as we priced the iPhone X the year ago. The iPhone XS Max, which was new, was $100 more than the XS. And then we priced the XR right in the middle of where the entry iPhone 8 and entry iPhone 8 Plus have been priced. So it's actually a pretty small difference in the United States compared to last year. However, the foreign exchange issue that Luca spoke of in the call and  made that difference or amplified that difference in international markets, in particular, the emerging markets, which tended to move much more significantly versus the dollar. And so what we have done in January and in some locations and some products is essentially absorb part or all of the foreign currency move as compared to last year and therefore, get close or perhaps right on the local price from a year ago. So yes, I do think that price is a factor. I think part of it is that, the FX piece. And then secondly, in some markets as I had talked about in my prepared remarks, the subsidy is probably the bigger of the issues in the developed markets. I had mentioned Japan; but also even in this country, even though the subsidy has gone away for a period of time, if you're a customer that your last purchase was a 6s or 6 or in some cases, even a 7, you may have paid $199 for it  and now in an unbundled world, it's obviously much more than that. And so we are working through those, and we've got a number of actions to address that, including the trade-in and the installment payments, which I had mentioned as well.",2019,Jan,29,AAPL,Q1
"I know that you're not giving units going forward, but you said you might make qualitative comments. I was wondering if you have a comment particularly on the ASP on a year-over-year basis.",2019,Jan,29,AAPL,Q1
"Well, Steve, we did mention on the call last quarter that the different timing of our phone launches would affect the year-over-year compares. If you remember, our top models, the XS and XS Max shipped during the September quarter, which plays the channel fill and the initial sales in that quarter. While last year, the iPhone X shipped in Q1 in the December quarter but is in the channel fill and the initial sales in the December quarter. So we knew that this would create a difficult compare for Q1 of '19, and this is essentially what happened. It was pretty much in line with our expectations. To give you more color, I would say that the XR is our most popular model, and it's followed by XS Max and then the XS.",2019,Jan,29,AAPL,Q1
"I have one for Luca and one for Tim. Luca, looks like the midpoint of your Q2 revenue guidance implies the steepest Q1 to Q2 sequential decline in iPhone revenues in history. It also implies a year-over-year deceleration in iPhone revenues. And I'm wondering if you can comment about whether that's conservatism, whether you're entering the quarter with a high level of channel inventory, and maybe you can comment explicitly on that, or whether you actually think the macroeconomic conditions are getting worse.",2019,Jan,29,AAPL,Q1
"Yes. I mean, 3 questions there. The first one is a question around conservatism. As we always do, when we provide a range, it's a range that we believe we're going to fall within. We've done pretty well with that up until the December quarter, right? I mean, we've been  we didn't miss in years and years. So that's the idea. It's  there is that specific level of conservatism. We believe that this is the range where we're going to fall within. On channel inventory, as you know, our historical pattern for iPhone channel inventory is that, typically, we increase inventory in Q1 and we decrease in Q2. And we think this year will be similar, and we've exited the December quarter with levels of inventory that we are comfortable with. So that leaves us with the reality that our iPhone performance in Q1, from a revenue standpoint, was minus 15%. And we expect that the key factors that Tim mentioned during the call affecting iPhone performance in Q1 will also have an effect on Q2 starting with the strong U.S. dollar environment. On a year-over-year basis, the negative impact from currency is going to be about $1.3 billion, so that's about  a bit more than 2 points versus last year's revenue. And so that obviously plays a role. And the macroeconomic environment, particularly in emerging markets, will continue to be there. On the positive side, we expect that we will continue to grow revenue nicely from the rest of the business, which is not iPhone.",2019,Jan,29,AAPL,Q1
"Tim, at your September event, Lisa Jackson, an Apple VP, stated the company needed to ""design products to last as long as possible."" And Apple's clearly doing that by helping with the battery replacement program, iOS working on an older range of products, et cetera. But I guess, the question is why doesn't that mean that replacement or upgrade cycles for iPhones should continue to extend going forward, in part, because that's almost one of your objectives. And maybe to that end, maybe you can help us understand what iPhone's average replacement cycle might be today and how that may have changed over the last 3 to 5 years. And again, why wouldn't you expect it to elongate over time given some of the aforementioned things?",2019,Jan,29,AAPL,Q1
"We do design our products to last as long as possible. Some people hold onto those for the life of the product, and some people trade them in. And then that phone is then redistributed to someone else. And so it doesn't necessarily follow that one leads to the other. The cycles  the average cycle has extended. There's no doubt about that. We've said several times, I think, on this call and before that the upgrades for the quarter were less than we anticipated due to the  all the reasons that we had mentioned. So where it goes in the future, I don't know, but I'm convinced that making a great product that is high quality, that is the best thing for the customer and we work for the user. And so that's the way that we look at it.",2019,Jan,29,AAPL,Q1
"I wanted to ask about the trajectory of Services gross margin, up about 500 basis points, it appears, year-over-year. You talked a little bit about sequential. But what's driving the improvement? Or will it be volatile as we go through the year depending on quarters and mix? Just whatever color you can give us as we start to forecast this.",2019,Jan,29,AAPL,Q1
"Yes, Shannon. I think you've seen that Services gross margins increased on a year-over-year basis by a significant amount. Let me start with sequential because I think it's probably most relevant for us. Sequentially, we increased 170 basis points. It's a business that is growing nicely, so we get good support from our scale. Some of these services are scaling quickly, and so we tend to expand gross margins there. And also, we had favorable mix. As you probably know, we have a very broad portfolio of services. Some of them tend to be accretive to the average gross margin for Services also because of the way we account for them. For example, you know that on the App Store, we book revenue on a net basis, and therefore, the gross margins tend to be accretive. But we also have services that are very successful that are below the average for the Services business. And so depending on how these separate businesses do in the marketplace, we're going to be seeing some level of movement going forward on Services margins. But you've seen that, for the last 12 months, they've gone up nicely, 450 basis points, and sequentially, they've gone up 170 basis points. But I wouldn't draw necessarily a conclusion on how this Services gross margin is going to move over time. We will report, of course, at the end of every quarter. But important to keep in mind, it's a broad portfolio with very different gross margin profiles within the portfolio. It is important for us to grow gross margin dollars. And if at times we grow services that are at a level of gross margins, which is below average, as long as this is good for the customer and as long as we generate gross margin dollars, we're going to be very pleased.",2019,Jan,29,AAPL,Q1
"And then, Tim, can you talk a bit about video? You've signed a myriad of deals. There was announcement about their TV app directly on Samsung. So perhaps when this comes out, you'll be multiplatform. I'm just curious how you view the opportunity in video. And I guess, assuming you can just leverage the costs that you've made already, it should be accretive to margin, I would think.",2019,Jan,29,AAPL,Q1
"Yes. Shannon, we see huge changes in customer behavior taking place now, and we think that it will accelerate as the year goes by to sort of the breakdown of the cable bundle that's been talked about for years. And I think that it'll likely take place at a much faster pace this year. And so we're going to participate in that in a variety of ways. One of those is through Apple TV, and you're well familiar with that product. The second way is the  is AirPlay 2, which we have  as you just pointed out, we have support on a number of different third-party TVs. And we're excited about that. It makes the experience in the living room with people using our products even better. We think that people are really going to like that. Another way is, of course, the  all the third-party video subscriptions that are on the store. We're participating in this today. And I would guess that, that's going to accelerate into the future as the bundle breaks down and people begin to buy likely multiple services in place of their current cable bundle. And then finally, original content, where  we will participate in the original content world. We have signed a multiyear partnership with Oprah. But today, I'm not really ready to extend that conversation beyond that point. We've hired some great people that I have a super amount of confidence in, and they're working really hard. And we'll have something to say more on that later.",2019,Jan,29,AAPL,Q1
I just have a question on the free services. Can you just describe how the math works on that? Is it that the free services are noncash revenue that's getting booked in the services revenue with no cost and the costs come out of products? Can you just run us through what the current state is versus how you were accounting for that before?,2019,Jan,29,AAPL,Q1
